id,isolate,country,azithromycin_mic,cefixime_mic,ceftriaxone_mic
160803,GCWGS-11334,USA,0.25,0.03,0.008
161857,Gent001,Malawi,,,
161861,Gent006,Malawi,,,
161862,Gent008,Malawi,,,
161865,Gent013-5H,Malawi,,,
161870,Gent017,Malawi,,,
161876,GENT027,Malawi,,,
161877,GENT028,Malawi,,,
161883,GENT038,Malawi,,,
161884,GENT039,Malawi,,,
161885,GENT040,Malawi,,,
161887,GENT045,Malawi,,,
161888,GENT047,Malawi,,,
161890,GENT050,Malawi,,,
161895,Gent056,Malawi,,,
161896,Gent057,Malawi,,,
161900,Gent060,Malawi,,,
161903,Gent064,Malawi,,,
161910,Gent072,Malawi,,,
161915,Gent077,Malawi,,,
161916,Gent078,Malawi,,,
161917,Gent079-DC,Malawi,,,
161920,Gent081,Malawi,,,
161921,Gent082,Malawi,,,
161927,Gent087,Malawi,,,
161928,Gent088,Malawi,,,
161932,Gent092,Malawi,,,
161944,Gent103,Malawi,,,
161945,Gent1032,Malawi,,,
161958,Gent114,Malawi,,,
161960,Gent116,Malawi,,,
161962,Gent118,Malawi,,,
161965,Gent121,Malawi,,,
161966,Gent122,Malawi,,,
161967,Gent123,Malawi,,,
161970,Gent125-9C,Malawi,,,
161971,Gent125-BG,Malawi,,,
161973,Gent128,Malawi,,,
161975,Gent130,Malawi,,,
161977,Gent133,Malawi,,,
161981,Gent137,Malawi,,,
161987,Gent143,Malawi,,,
161992,Gent148,Malawi,,,
161993,Gent149,Malawi,,,
161995,Gent153,Malawi,,,
161999,Gent24,Malawi,,,
162001,Gent35,Malawi,,,
163313,NGPT09045,Portugal,,0.023,0.006
163315,NGPT09050,Portugal,,0.016,0.006
163385,NGPT11047,Portugal,0.047,0.016,0.004
163394,NGPT11061,Portugal,0.094,0.016,0.008
163395,NGPT11062,Portugal,0.016,0.016,0.006
163399,NGPT11068,Portugal,0.094,0.016,0.008
163450,NGPT12033,Portugal,0.064,0.023,0.012
163453,NGPT12039,Portugal,0.094,0.016,0.012
163458,NGPT12047,Portugal,0.064,0.016,0.002
163472,NGPT12069,Portugal,0.032,0.023,0.006
163502,NGPT13073,Portugal,0.125,0.016,0.003
163512,NGPT13124,Portugal,0.094,0.016,0.008
163542,NGPT14028,Portugal,0.023,0.016,0.006
163545,NGPT14035,Portugal,0.064,0.016,0.003
163546,NGPT14037,Portugal,0.032,0.016,0.003
163564,NGPT14068,Portugal,0.032,0.016,0.016
163597,NGPT14138,Portugal,0.094,0.016,0.016
163601,NGPT14143,Portugal,0.094,0.016,0.016
163610,NGPT14160,Portugal,0.064,0.016,0.016
163630,NGPT15003,Portugal,0.047,0.016,0.016
163633,NGPT15009,Portugal,0.064,0.016,0.016
163686,NGPT15164,Portugal,0.25,0.016,0.016
163718,NGPT16003,Portugal,0.064,0.016,0.016
163746,NGPT16081,Portugal,0.094,0.016,0.003
163751,NGPT16100,Portugal,0.094,0.016,0.003
163758,NGPT16112,Portugal,0.064,0.016,0.002
163766,NGPT16136,Portugal,0.125,0.016,0.003
163767,NGPT16137,Portugal,0.125,0.016,0.002
163778,NGPT16194,Portugal,0.094,0.016,0.002
163786,NGPT16214,Portugal,0.094,0.016,0.004
163807,NGPT16263,Portugal,0.125,0.016,0.003
163812,NGPT16277,Portugal,0.023,0.016,0.002
163814,NGPT16282,Portugal,0.094,0.016,0.003
163817,NGPT16288,Portugal,0.125,0.016,0.003
163833,NGPT16330,Portugal,0.064,0.016,0.016
163857,NGPT19064,Portugal,0.094,0.016,0.003
163866,NGPT19115,Portugal,0.125,0.016,0.004
163884,NGPT19200,Portugal,0.5,0.016,0.016
163910,NGPT19321,Portugal,0.25,0.016,0.012
163914,NGPT19338,Portugal,0.19,0.016,0.006
163928,NGPT19446,Portugal,0.25,0.016,0.012
163929,NGPT19449,Portugal,0.25,0.016,0.016
163963,NGPT19622,Portugal,0.19,0.047,0.023
163964,NGPT19631,Portugal,0.19,0.016,0.012
163972,NGPT20015,Portugal,0.38,0.016,0.012
164025,NGPT20130,Portugal,0.19,0.016,0.012
164098,NGPT20359,Portugal,1.5,0.016,0.002
164105,NGPT21034,Portugal,0.25,0.016,0.012
164108,NGPT21056,Portugal,0.047,0.016,0.004
164118,NGPT21137,Portugal,0.19,0.016,0.004
164119,NGPT21149,Portugal,0.5,0.016,0.002
164123,NGPT21180,Portugal,0.19,0.016,0.002
164124,NGPT21207,Portugal,0.19,0.016,0.002
164125,NGPT21214,Portugal,0.064,0.016,0.002
164132,NGPT21367,Portugal,0.25,0.016,0.003
164147,NGPT21431,Portugal,0.19,0.016,0.002
164162,NGPT21504,Portugal,0.19,0.016,0.003
164181,NGPT21580,Portugal,0.25,0.016,0.006
164193,NGPT21615,Portugal,0.19,0.016,0.003
164203,NGPT21667,Portugal,0.19,0.016,0.002
164214,NGPT21685,Portugal,0.125,0.016,0.002
164220,NGPT21706,Portugal,0.25,0.016,0.003
164235,NGPT22030,Portugal,0.094,0.016,0.002
164278,NGPT22212,Portugal,0.5,0.016,0.008
164296,NGPT22290,Portugal,0.19,0.016,0.003
164311,NGPT22328,Portugal,0.125,0.016,0.004
164437,NGPT23112,Portugal,0.032,0.016,0.002
164447,NGPT23168,Portugal,0.25,0.016,0.012
164450,NGPT23176,Portugal,0.19,0.016,0.012
164461,NGPT23215,Portugal,0.19,0.016,0.003
164496,NGPT23352,Portugal,0.19,0.016,0.006
164503,NGPT23373,Portugal,0.38,0.016,0.004
164549,NGPT23712,Portugal,0.19,0.016,0.002
165268,GD2021236,China,0.25,1,0.5
