,index,ID,LIN,Lineage,country,isolate,year,mydata,SA
1291,1292,155425,0_0_33_12_351_0_0_0_0_0_0,0_0_33,South Africa,GP14-MUS-241,2014.0,Y,my_SA
1292,1293,155426,0_0_33_12_352_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH035,2015.0,Y,my_SA
1293,1294,155427,0_2_71_0_0_1_0_0_0_1_0,0_2_71,South Africa,15MUS-AH077-R,2015.0,Y,my_SA
1294,1295,155428,0_0_33_12_350_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH080,2015.0,Y,my_SA
1295,1296,155429,0_0_33_12_156_1_0_0_0_0_0,0_0_33,South Africa,15MUS-AH090,2015.0,Y,my_SA
1296,1297,155431,0_0_23_3_3_0_0_0_0_0_0,0_0_23,South Africa,15MUS-AH129,2015.0,Y,my_SA
1297,1298,155433,0_2_85_0_0_0_0_0_0_0_0,0_2_85,South Africa,15MUS-AH168,2015.0,Y,my_SA
1298,1299,155434,0_0_33_70_0_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH017-R,2016.0,Y,my_SA
1299,1300,155435,0_0_33_12_355_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH017-R,2017.0,Y,my_SA
1300,1301,155436,0_0_47_11_1_4_0_0_0_0_0,0_0_47,South Africa,17MUS-AH019,2017.0,Y,my_SA
1301,1302,155437,0_0_33_12_358_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH021,2017.0,Y,my_SA
1302,1303,155438,0_0_47_29_0_0_0_0_0_0_0,0_0_47,South Africa,17MUS-AH024,2017.0,Y,my_SA
1303,1304,155439,0_0_33_12_92_9_0_0_0_0_0,0_0_33,South Africa,17MUS-AH026,2017.0,Y,my_SA
1304,1305,155440,0_0_33_12_361_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH027,2017.0,Y,my_SA
1305,1306,155441,0_0_33_12_364_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH029,2017.0,Y,my_SA
1306,1307,155442,0_16_0_17_0_0_0_0_0_0_0,0_16_0,South Africa,17MUS-AH034,2017.0,Y,my_SA
1307,1308,155443,1_1_27_18_0_0_0_0_0_0_0,1_1_27,South Africa,17MUS-AH035-R,2017.0,Y,my_SA
1308,1309,155444,0_18_22_7_0_0_0_0_0_0_0,0_18_22,South Africa,17MUS-AH038,2017.0,Y,my_SA
1309,1310,155445,0_0_33_12_310_1_0_0_0_0_0,0_0_33,South Africa,17MUS-AH039,2017.0,Y,my_SA
1310,1311,155446,0_16_0_1_43_0_0_0_0_0_0,0_16_0,South Africa,17MUS-AH041,2017.0,Y,my_SA
1311,1312,155447,0_0_23_35_0_0_0_0_0_1_0,0_0_23,South Africa,17MUS-AH044,2017.0,Y,my_SA
1312,1313,155448,0_0_47_6_25_0_0_0_0_0_0,0_0_47,South Africa,17MUS-AH047,2017.0,Y,my_SA
1313,1314,155449,0_0_47_28_0_0_0_0_0_0_0,0_0_47,South Africa,17MUS-AH051,2017.0,Y,my_SA
1314,1315,155450,0_0_33_179_0_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH052,2017.0,Y,my_SA
1315,1316,155451,0_0_33_12_363_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH054,2017.0,Y,my_SA
1316,1317,155452,0_2_21_0_17_0_0_0_0_0_0,0_2_21,South Africa,17MUS-AH056,2017.0,Y,my_SA
1317,1318,155453,1_1_27_19_0_0_0_0_0_0_0,1_1_27,South Africa,17MUS-AH057,2017.0,Y,my_SA
1318,1319,155454,0_0_33_12_278_0_0_0_0_1_0,0_0_33,South Africa,17MUS-AH058,2017.0,Y,my_SA
1319,1320,155455,0_0_23_35_0_0_0_0_1_0_0,0_0_23,South Africa,17MUS-AH059,2017.0,Y,my_SA
1320,1321,155456,1_1_17_23_0_0_0_0_0_0_0,1_1_17,South Africa,17MUS-AH060-R,2017.0,Y,my_SA
1321,1322,155457,0_0_33_12_355_0_0_0_0_1_0,0_0_33,South Africa,17MUS-AH065,2017.0,Y,my_SA
1322,1323,155458,0_0_47_11_1_0_1_0_0_0_0,0_0_47,South Africa,17MUS-AH066,2017.0,Y,my_SA
1323,1324,155459,0_0_33_12_359_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH068,2017.0,Y,my_SA
1324,1325,155460,0_0_23_40_0_0_0_0_0_0_0,0_0_23,South Africa,17MUS-AH069,2017.0,Y,my_SA
1325,1326,155461,0_0_33_12_349_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH070-R,2017.0,Y,my_SA
1326,1327,155462,0_2_71_0_2_0_0_1_0_0_0,0_2_71,South Africa,17MUS-AH071,2017.0,Y,my_SA
1327,1328,155463,0_0_33_12_366_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH073-1,2017.0,Y,my_SA
1328,1329,155464,0_0_33_12_366_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH073-2,2017.0,Y,my_SA
1329,1330,155465,0_0_23_41_0_0_0_0_0_0_0,0_0_23,South Africa,17MUS-AH074,2017.0,Y,my_SA
1330,1331,155466,0_0_33_12_354_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH075,2017.0,Y,my_SA
1331,1332,155467,0_0_33_12_360_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH076,2017.0,Y,my_SA
1332,1333,155468,0_2_1_26_0_0_0_0_0_0_0,0_2_1,South Africa,17MUS-AH098,2017.0,Y,my_SA
1333,1334,155469,1_1_17_16_1_0_0_0_0_0_0,1_1_17,South Africa,17MUS-AH100,2017.0,Y,my_SA
1334,1335,155470,0_0_33_12_358_1_0_0_0_0_0,0_0_33,South Africa,17MUS-AH101,2017.0,Y,my_SA
1335,1336,155471,0_2_55_1_4_0_0_0_0_0_0,0_2_55,South Africa,17MUS-AH103,2017.0,Y,my_SA
1336,1337,155472,0_0_28_3_0_0_0_0_0_0_0,0_0_28,South Africa,17MUS-AH105,2017.0,Y,my_SA
1337,1338,155473,0_18_22_8_0_0_0_0_0_0_0,0_18_22,South Africa,17MUS-AH106,2017.0,Y,my_SA
1338,1339,155474,0_2_86_0_0_0_0_0_0_0_0,0_2_86,South Africa,17MUS-AH107,2017.0,Y,my_SA
1339,1340,155475,0_0_25_0_2_0_0_0_0_0_0,0_0_25,South Africa,17MUS-AH108-1,2017.0,Y,my_SA
1340,1341,155476,0_0_25_0_2_0_0_0_0_0_0,0_0_25,South Africa,17MUS-AH108-2,2017.0,Y,my_SA
1341,1342,155477,0_0_33_12_344_1_0_0_0_0_0,0_0_33,South Africa,17MUS-AH110,2017.0,Y,my_SA
1342,1343,155478,0_0_33_12_356_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH111,2017.0,Y,my_SA
1343,1344,155479,0_0_33_12_365_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH112,2017.0,Y,my_SA
1344,1345,155480,0_2_71_0_0_2_0_0_0_0_0,0_2_71,South Africa,17MUS-AH116,2017.0,Y,my_SA
1345,1346,155481,0_0_47_11_1_0_0_1_0_0_0,0_0_47,South Africa,17MUS-AH123,2017.0,Y,my_SA
1346,1347,155482,0_0_33_12_362_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH124,2017.0,Y,my_SA
1347,1348,155483,1_1_17_4_24_0_0_0_0_0_0,1_1_17,South Africa,MP12-MUS-001,2012.0,Y,my_SA
1348,1349,155484,1_1_17_4_25_0_0_0_0_0_0,1_1_17,South Africa,MP12-MUS-010,2012.0,Y,my_SA
1349,1350,155485,0_0_23_2_14_0_0_0_0_0_0,0_0_23,South Africa,MP12-MUS-012,2012.0,Y,my_SA
1350,1351,155486,0_18_22_0_1_0_0_0_0_0_0,0_18_22,South Africa,MP12-MUS-013,2012.0,Y,my_SA
1351,1352,155487,0_18_22_6_0_0_0_0_0_0_0,0_18_22,South Africa,MP12-MUS-015,2012.0,Y,my_SA
1352,1353,155488,1_1_27_6_15_0_0_0_0_0_0,1_1_27,South Africa,MP12-MUS-028,2012.0,Y,my_SA
1353,1354,155489,0_0_23_39_0_0_0_0_0_0_0,0_0_23,South Africa,MP12-MUS-030,2012.0,Y,my_SA
1354,1355,155490,0_0_33_12_357_0_0_0_0_0_0,0_0_33,South Africa,MP12-MUS-035,2012.0,Y,my_SA
1355,1356,155491,0_0_23_2_15_0_0_0_0_0_0,0_0_23,South Africa,MP12-MUS-037,2012.0,Y,my_SA
1356,1357,155492,0_0_47_6_24_0_0_0_0_0_0,0_0_47,South Africa,MP12-MUS-041,2012.0,Y,my_SA
1357,1358,155493,0_0_23_34_1_0_0_0_0_0_0,0_0_23,South Africa,MP12-MUS-044,2012.0,Y,my_SA
1358,1359,155494,1_1_27_17_0_0_0_0_0_0_0,1_1_27,South Africa,MP12-MUS-046,2012.0,Y,my_SA
1359,1360,155495,1_1_17_4_26_0_0_0_0_0_0,1_1_17,South Africa,MP12-MUS-047,2012.0,Y,my_SA
1360,1361,155496,0_2_21_0_7_1_0_0_0_0_0,0_2_21,South Africa,MP12-MUS-048,2012.0,Y,my_SA
1361,1362,155497,0_0_33_12_156_2_0_0_0_0_0,0_0_33,South Africa,MP12-MUS-050,2012.0,Y,my_SA
1362,1363,155498,0_31_0_0_0_0_0_0_0_0_0,0_31_0,South Africa,MP12-MUS-051,2012.0,Y,my_SA
1363,1364,155499,0_0_36_0_9_0_0_0_0_0_0,0_0_36,South Africa,MP12-MUS-053,2012.0,Y,my_SA
1364,1365,155500,1_1_17_21_0_0_0_0_0_0_0,1_1_17,South Africa,MP12-MUS-055,2012.0,Y,my_SA
1365,1366,155501,1_1_27_6_2_1_0_0_0_0_0,1_1_27,South Africa,MP12-MUS-056,2012.0,Y,my_SA
1366,1367,155502,1_1_27_6_14_0_0_0_0_0_0,1_1_27,South Africa,MP12-MUS-057,2012.0,Y,my_SA
1367,1368,155503,0_0_33_12_353_0_0_0_0_0_0,0_0_33,South Africa,MP12-MUS-059,2012.0,Y,my_SA
1368,1369,155504,1_1_27_20_0_0_0_0_0_0_0,1_1_27,South Africa,MP12-MUS-060,2012.0,Y,my_SA
1369,1370,155508,0_0_47_6_33_0_0_0_0_0_0,0_0_47,South Africa,MP12-MUS-066,2012.0,Y,my_SA
1370,1371,155509,0_0_47_6_33_0_0_0_0_0_0,0_0_47,South Africa,MP12-MUS-069,2012.0,Y,my_SA
1371,1372,155510,1_1_27_6_2_2_0_0_0_0_0,1_1_27,South Africa,MP12-MUS-074,2012.0,Y,my_SA
1372,1373,155511,1_1_27_17_0_0_0_0_0_0_0,1_1_27,South Africa,MP12-MUS-078,2012.0,Y,my_SA
1373,1374,155512,0_0_18_23_7_0_0_0_0_0_0,0_0_18,South Africa,MP12-MUS-079,2012.0,Y,my_SA
1374,1375,155513,1_1_17_21_1_0_0_0_0_0_0,1_1_17,South Africa,KN13-MUS-001,2013.0,Y,my_SA
1375,1376,155514,0_0_33_12_371_0_0_0_0_0_0,0_0_33,South Africa,KN13-MUS-003,2013.0,Y,my_SA
1376,1377,155515,,,South Africa,KN13-MUS-014,2013.0,Y,my_SA
1377,1378,155516,0_16_0_1_45_0_0_0_0_0_0,0_16_0,South Africa,KN13-MUS-073,2013.0,Y,my_SA
1378,1379,155517,0_0_47_6_28_0_0_0_0_0_0,0_0_47,South Africa,KN13-MUS-075,2013.0,Y,my_SA
1379,1380,155518,,,South Africa,KN13-MUS-076,2013.0,Y,my_SA
1380,1381,155519,0_16_0_1_6_0_1_0_0_0_0,0_16_0,South Africa,KN13-MUS-078,2013.0,Y,my_SA
1381,1382,155520,0_0_33_12_146_1_0_0_0_0_0,0_0_33,South Africa,KN13-MUS-079,2013.0,Y,my_SA
1382,1383,155521,0_0_47_6_32_0_0_0_0_0_0,0_0_47,South Africa,KN13-MUS-088,2013.0,Y,my_SA
1383,1384,155522,0_0_47_6_29_0_0_0_0_0_0,0_0_47,South Africa,KN13-MUS-090,2013.0,Y,my_SA
1384,1385,155523,0_0_23_8_2_0_0_0_0_0_0,0_0_23,South Africa,KN13-MUS-098,2013.0,Y,my_SA
1385,1386,155524,0_0_33_12_376_0_0_0_0_0_0,0_0_33,South Africa,KN13-MUS-106,2013.0,Y,my_SA
1386,1387,155525,0_0_33_12_368_0_0_0_0_0_0,0_0_33,South Africa,KN13-MUS-111,2013.0,Y,my_SA
1387,1388,155526,0_16_0_1_6_6_0_0_0_0_0,0_16_0,South Africa,KN13-MUS-120,2013.0,Y,my_SA
1388,1389,155527,0_0_23_3_5_0_0_0_0_0_0,0_0_23,South Africa,KN13-MUS-129,2013.0,Y,my_SA
1389,1390,155528,0_0_33_12_386_0_0_0_0_0_0,0_0_33,South Africa,KN13-MUS-131,2013.0,Y,my_SA
1390,1391,155529,0_16_0_18_0_0_0_0_0_0_0,0_16_0,South Africa,KN13-MUS-132,2013.0,Y,my_SA
1391,1392,155530,0_0_47_11_1_10_0_1_0_0_0,0_0_47,South Africa,KN13-MUS-137,2013.0,Y,my_SA
1392,1393,155531,0_12_10_4_0_0_0_0_0_0_0,0_12_10,South Africa,KN13-MUS-140,2013.0,Y,my_SA
1393,1394,155532,0_0_33_12_169_1_0_0_0_0_0,0_0_33,South Africa,KN13-MUS-141,2013.0,Y,my_SA
1394,1395,155533,0_0_33_12_89_4_0_0_0_0_0,0_0_33,South Africa,KN13-MUS-143,2013.0,Y,my_SA
1395,1396,155534,1_1_17_4_28_0_0_0_0_0_0,1_1_17,South Africa,KN13-MUS-145,2013.0,Y,my_SA
1396,1397,155535,0_0_47_6_3_1_0_0_0_0_0,0_0_47,South Africa,KN13-MUS-180,2013.0,Y,my_SA
1397,1398,155536,0_0_23_3_4_0_0_0_0_0_0,0_0_23,South Africa,KN13-MUS-197,2013.0,Y,my_SA
1398,1399,155537,0_0_33_12_89_5_0_0_0_0_0,0_0_33,South Africa,KN13-MUS-200,2013.0,Y,my_SA
1399,1400,155538,,,South Africa,KN13-MUS-202,2013.0,Y,my_SA
1400,1401,155539,,,South Africa,15MUS-GQ003,2015.0,Y,my_SA
1401,1402,155540,,,South Africa,15MUS-GQ005,2015.0,Y,my_SA
1402,1403,155541,0_16_0_1_44_0_0_0_0_0_0,0_16_0,South Africa,15MUS-GQ006,2015.0,Y,my_SA
1403,1404,155542,0_0_47_6_27_0_0_0_0_0_0,0_0_47,South Africa,15MUS-GQ007,2015.0,Y,my_SA
1404,1405,155543,0_16_0_1_44_0_0_0_0_0_0,0_16_0,South Africa,15MUS-GQ009-1,2015.0,Y,my_SA
1405,1406,155544,0_16_0_1_44_0_0_0_0_0_0,0_16_0,South Africa,15MUS-GQ009-2,2015.0,Y,my_SA
1406,1407,155545,,,South Africa,15MUS-GQ040,2015.0,Y,my_SA
1407,1408,155546,,,South Africa,15MUS-GQ047,2015.0,Y,my_SA
1408,1409,155547,0_18_24_0_1_0_0_0_0_0_0,0_18_24,South Africa,15MUS-GQ049,2015.0,Y,my_SA
1409,1410,155548,0_16_0_1_6_7_0_0_0_0_0,0_16_0,South Africa,15MUS-GQ053,2015.0,Y,my_SA
1410,1411,155549,,,South Africa,15MUS-GQ151,2015.0,Y,my_SA
1411,1412,155550,,,South Africa,14MUS-JO004,2014.0,Y,my_SA
1412,1413,155551,0_0_33_12_393_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO006,2014.0,Y,my_SA
1413,1414,155552,,,South Africa,14MUS-JO009,2014.0,Y,my_SA
1414,1415,155553,0_0_33_12_194_1_0_0_0_0_0,0_0_33,South Africa,14MUS-JO011,2014.0,Y,my_SA
1415,1416,155554,,,South Africa,14MUS-JO015,2014.0,Y,my_SA
1416,1417,155555,,,South Africa,14MUS-JO017,2014.0,Y,my_SA
1417,1418,155556,0_0_36_1_1_1_0_0_0_0_0,0_0_36,South Africa,14MUS-JO020,2014.0,Y,my_SA
1418,1419,155557,0_0_33_12_194_1_0_0_0_1_0,0_0_33,South Africa,14MUS-JO027,2014.0,Y,my_SA
1419,1420,155558,,,South Africa,14MUS-JO028,2014.0,Y,my_SA
1420,1421,155559,,,South Africa,14MUS-JO029,2014.0,Y,my_SA
1421,1422,155560,0_0_33_12_394_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO030,2014.0,Y,my_SA
1422,1423,155561,0_0_33_12_89_6_0_0_0_0_0,0_0_33,South Africa,14MUS-JO033,2014.0,Y,my_SA
1423,1424,155562,0_0_33_12_372_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO037,2014.0,Y,my_SA
1424,1425,155563,0_0_28_1_3_0_0_0_0_0_0,0_0_28,South Africa,14MUS-JO038,2014.0,Y,my_SA
1425,1426,155564,0_0_36_1_12_0_0_0_0_0_0,0_0_36,South Africa,14MUS-JO040,2014.0,Y,my_SA
1426,1427,155565,0_0_23_2_16_0_0_0_0_0_0,0_0_23,South Africa,14MUS-JO041,2014.0,Y,my_SA
1427,1428,155566,0_0_33_47_3_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO045,2014.0,Y,my_SA
1428,1429,155567,,,South Africa,14MUS-JO055,2014.0,Y,my_SA
1429,1430,155568,0_0_28_1_2_0_0_0_0_0_0,0_0_28,South Africa,14MUS-JO060,2014.0,Y,my_SA
1430,1431,155569,0_0_33_12_378_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO064,2014.0,Y,my_SA
1431,1432,155570,0_0_33_12_373_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO066,2014.0,Y,my_SA
1432,1433,155571,0_0_33_12_367_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO067,2014.0,Y,my_SA
1433,1434,155572,0_0_33_12_389_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO068,2014.0,Y,my_SA
1434,1435,155573,1_1_17_21_1_1_0_0_0_0_0,1_1_17,South Africa,14MUS-JO076,2014.0,Y,my_SA
1435,1436,155574,0_2_0_1_0_175_0_0_0_0_0,0_2_0,South Africa,14MUS-JO077,2014.0,Y,my_SA
1436,1437,155575,0_0_23_34_2_0_0_0_0_0_0,0_0_23,South Africa,14MUS-JO078,2014.0,Y,my_SA
1437,1438,155576,0_0_33_12_391_0_0_0_0_0_0,0_0_33,South Africa,14MUS-JO084,2014.0,Y,my_SA
1438,1439,155577,0_7_0_12_21_0_0_0_0_1_0,0_7_0,South Africa,20MUS-AH002,2020.0,Y,my_SA
1439,1440,155578,0_0_33_12_384_0_0_0_0_0_0,0_0_33,South Africa,20MUS-AH004,2020.0,Y,my_SA
1440,1441,155579,0_0_47_11_1_1_1_0_0_0_0,0_0_47,South Africa,20MUS-AH005,2020.0,Y,my_SA
1441,1442,155580,,,South Africa,20MUS-AH007,2020.0,Y,my_SA
1442,1443,155581,0_0_47_11_1_7_2_0_0_0_0,0_0_47,South Africa,20MUS-AH008,2020.0,Y,my_SA
1443,1444,155582,,,South Africa,20MUS-AH010,2020.0,Y,my_SA
1444,1445,155583,0_0_47_11_1_10_1_0_1_0_0,0_0_47,South Africa,20MUS-AH011,2020.0,Y,my_SA
1445,1446,155584,0_0_33_12_146_0_1_0_0_0_0,0_0_33,South Africa,20MUS-AH012,2020.0,Y,my_SA
1446,1447,155585,0_0_33_12_388_0_0_0_0_0_0,0_0_33,South Africa,20MUS-AH013,2020.0,Y,my_SA
1447,1448,155586,,,South Africa,20MUS-AH017,2020.0,Y,my_SA
1448,1449,155587,,,South Africa,20MUS-AH021,2020.0,Y,my_SA
1449,1450,155588,0_7_0_12_19_0_0_0_0_0_0,0_7_0,South Africa,20MUS-AH022,2020.0,Y,my_SA
1450,1451,155589,0_7_0_12_13_0_1_0_0_0_0,0_7_0,South Africa,20MUS-AH023,2020.0,Y,my_SA
1451,1452,155590,0_23_0_3_0_0_0_0_0_0_0,0_23_0,South Africa,20MUS-AH027,2020.0,Y,my_SA
1452,1453,155591,0_0_23_9_4_1_0_0_0_0_0,0_0_23,South Africa,20MUS-AH030,2020.0,Y,my_SA
1453,1454,155592,0_0_23_26_0_0_0_0_0_0_0,0_0_23,South Africa,20MUS-AH032,2020.0,Y,my_SA
1454,1455,155593,1_1_17_6_13_0_0_5_0_0_0,1_1_17,South Africa,20MUS-AH034,2020.0,Y,my_SA
1455,1456,155594,,,South Africa,20MUS-AH036,2020.0,Y,my_SA
1456,1457,155595,0_0_33_12_379_0_0_0_0_0_0,0_0_33,South Africa,20MUS-AH037,2020.0,Y,my_SA
1457,1458,155596,0_0_33_12_383_0_0_0_0_0_0,0_0_33,South Africa,20MUS-AH039,2020.0,Y,my_SA
1458,1459,155597,,,South Africa,20MUS-AH040,2020.0,Y,my_SA
1459,1460,155598,,,South Africa,20MUS-AH042,2020.0,Y,my_SA
1460,1461,155599,0_2_71_0_0_0_0_1_2_0_0,0_2_71,South Africa,20MUS-AH044-1,2020.0,Y,my_SA
1461,1462,155600,0_2_71_0_0_0_0_1_2_0_0,0_2_71,South Africa,20MUS-AH044-2,2020.0,Y,my_SA
1462,1463,155601,0_7_0_12_20_0_0_0_0_0_0,0_7_0,South Africa,20MUS-AH045,2020.0,Y,my_SA
1463,1464,155602,11_0_5_0_1_0_0_0_0_0_0,11_0_5,South Africa,20MUS-AH052,2020.0,Y,my_SA
1464,1465,155603,0_7_0_12_13_0_1_0_0_0_0,0_7_0,South Africa,20MUS-AH053,2020.0,Y,my_SA
1465,1466,155604,0_7_0_12_13_0_1_0_0_0_0,0_7_0,South Africa,20MUS-AH054,2020.0,Y,my_SA
1466,1467,155605,1_1_17_24_0_0_0_0_0_0_0,1_1_17,South Africa,20MUS-AH055,2020.0,Y,my_SA
1467,1468,155606,0_7_0_12_13_1_0_0_0_0_0,0_7_0,South Africa,20MUS-AH057,2020.0,Y,my_SA
1468,1469,155607,,,South Africa,20MUS-AH061,2020.0,Y,my_SA
1469,1470,155608,,,South Africa,20MUS-AH063,2020.0,Y,my_SA
1470,1471,155609,1_1_27_7_0_2_0_0_0_1_0,1_1_27,South Africa,20MUS-AH065,2020.0,Y,my_SA
1471,1472,155610,1_1_27_14_1_0_0_0_0_0_0,1_1_27,South Africa,20MUS-AH067,2020.0,Y,my_SA
1472,1473,155611,0_2_71_0_0_0_0_1_0_0_0,0_2_71,South Africa,20MUS-AH074,2020.0,Y,my_SA
1473,1474,155612,0_0_47_11_1_7_0_0_0_0_0,0_0_47,South Africa,20MUS-AH080,2020.0,Y,my_SA
1474,1475,155613,1_1_17_6_13_16_0_0_0_0_0,1_1_17,South Africa,20MUS-AH081,2020.0,Y,my_SA
1475,1476,155614,0_7_0_12_21_0_0_0_0_0_0,0_7_0,South Africa,20MUS-AH083,2020.0,Y,my_SA
1476,1477,155615,1_1_27_7_0_2_0_0_0_0_0,1_1_27,South Africa,20MUS-AH084,2020.0,Y,my_SA
1477,1478,155616,0_0_47_11_12_0_0_0_0_0_0,0_0_47,South Africa,20MUS-AH085-1,2020.0,Y,my_SA
1478,1479,155617,0_0_47_11_12_0_0_0_0_0_0,0_0_47,South Africa,20MUS-AH085-2,2020.0,Y,my_SA
1479,1480,155618,,,South Africa,20MUS-AH095,2020.0,Y,my_SA
1480,1481,155619,0_2_71_0_0_0_1_0_0_0_0,0_2_71,South Africa,20MUS-AH096,2020.0,Y,my_SA
1481,1482,155620,,,South Africa,20MUS-AH098-1,2020.0,Y,my_SA
1482,1483,155621,,,South Africa,20MUS-AH098-2,2020.0,Y,my_SA
1483,1484,155622,,,South Africa,20MUS-AH103,2020.0,Y,my_SA
1484,1485,155623,,,South Africa,20MUS-AH104,2020.0,Y,my_SA
1485,1486,155624,0_7_0_12_15_1_0_0_0_0_0,0_7_0,South Africa,20MUS-AH105,2020.0,Y,my_SA
1486,1487,155625,0_7_0_12_13_0_1_0_0_0_0,0_7_0,South Africa,20MUS-AH108,2020.0,Y,my_SA
1487,1488,155626,,,South Africa,20MUS-AH110-1,2020.0,Y,my_SA
1488,1489,155627,,,South Africa,20MUS-AH110-2,2020.0,Y,my_SA
1489,1490,155628,,,South Africa,20MUS-AH112,2020.0,Y,my_SA
1490,1491,155629,0_0_47_11_10_0_0_0_1_0_0,0_0_47,South Africa,20MUS-AH114,2020.0,Y,my_SA
1491,1492,155630,0_0_33_12_395_0_0_0_0_0_0,0_0_33,South Africa,20MUS-AH117,2020.0,Y,my_SA
1492,1493,155631,,,South Africa,20MUS-AH121,2020.0,Y,my_SA
1493,1494,155632,,,South Africa,20MUS-AH122,2020.0,Y,my_SA
1494,1495,155633,0_0_33_12_382_0_0_0_0_0_0,0_0_33,South Africa,20MUS-AH124,2020.0,Y,my_SA
1495,1496,155634,0_7_0_12_25_0_0_0_0_0_0,0_7_0,South Africa,20MUS-AH125,2020.0,Y,my_SA
1496,1497,155635,0_0_47_11_1_8_2_0_0_0_0,0_0_47,South Africa,20MUS-AH127,2020.0,Y,my_SA
1497,1498,155636,0_2_1_0_574_1_0_0_0_0_0,0_2_1,South Africa,20MUS-AH129,2020.0,Y,my_SA
1498,1499,155637,1_1_27_7_4_0_0_0_0_0_0,1_1_27,South Africa,20MUS-AH135,2020.0,Y,my_SA
1499,1500,155638,0_0_47_11_10_0_0_0_0_0_0,0_0_47,South Africa,20MUS-AH138,2020.0,Y,my_SA
1500,1501,155639,1_1_27_16_0_0_0_0_0_0_0,1_1_27,South Africa,20MUS-AH139,2020.0,Y,my_SA
1501,1502,155640,,,South Africa,20MUS-AH141,2020.0,Y,my_SA
1502,1503,155641,0_0_23_9_0_4_0_0_0_0_0,0_0_23,South Africa,20MUS-AH143,2020.0,Y,my_SA
1503,1504,155642,,,South Africa,20MUS-AH144,2020.0,Y,my_SA
1504,1505,155643,0_7_0_12_23_0_0_0_0_0_0,0_7_0,South Africa,20MUS-AH145,2020.0,Y,my_SA
1505,1506,155644,1_1_27_7_0_2_0_0_0_0_0,1_1_27,South Africa,20MUS-AH146,2020.0,Y,my_SA
1506,1507,155645,0_0_33_12_283_0_1_0_0_0_0,0_0_33,South Africa,20MUS-AH148,2021.0,Y,my_SA
1507,1508,155646,0_0_33_12_381_0_0_0_0_0_0,0_0_33,South Africa,21MUS-AH003,2021.0,Y,my_SA
1508,1509,155647,1_1_17_13_3_0_0_0_0_0_0,1_1_17,South Africa,21MUS-AH004,2021.0,Y,my_SA
1509,1510,155648,1_1_27_18_1_0_0_0_0_0_0,1_1_27,South Africa,21MUS-AH008,2021.0,Y,my_SA
1510,1511,155649,0_0_47_11_1_0_2_0_0_0_0,0_0_47,South Africa,21MUS-AH010,2021.0,Y,my_SA
1511,1512,155650,0_12_6_4_2_0_0_0_0_0_0,0_12_6,South Africa,21MUS-AH012,2021.0,Y,my_SA
1512,1513,155651,1_1_17_4_30_0_0_0_0_0_0,1_1_17,South Africa,21MUS-AH016,2021.0,Y,my_SA
1513,1514,155652,,,South Africa,21MUS-AH017,2021.0,Y,my_SA
1514,1515,155653,,,South Africa,21MUS-AH018,2021.0,Y,my_SA
1515,1516,155654,0_2_21_0_14_0_0_1_0_0_0,0_2_21,South Africa,21MUS-AH021-R,2021.0,Y,my_SA
1516,1517,155655,0_0_33_12_382_0_0_0_0_0_0,0_0_33,South Africa,21MUS-AH022,2021.0,Y,my_SA
1517,1518,155656,1_1_27_14_1_0_0_0_0_0_0,1_1_27,South Africa,21MUS-AH024,2021.0,Y,my_SA
1518,1519,155657,,,South Africa,21MUS-AH025,2021.0,Y,my_SA
1519,1520,155658,0_2_71_0_0_0_0_1_1_0_0,0_2_71,South Africa,21MUS-AH027,2021.0,Y,my_SA
1520,1521,155659,0_0_26_3_193_0_0_0_0_0_0,0_0_26,South Africa,21MUS-AH028,2021.0,Y,my_SA
1521,1522,155660,0_0_47_11_1_8_0_0_0_0_0,0_0_47,South Africa,21MUS-AH031,2021.0,Y,my_SA
1522,1523,155661,0_0_47_11_1_8_1_0_0_0_0,0_0_47,South Africa,21MUS-AH036,2021.0,Y,my_SA
