,index,ID,LIN,Lineage,country,isolate,year,mydata,SA
511,512,131178,0_18_22_2_0_0_0_0_0_0_0,0_18_22,South Africa,GP-13-MUS-105,2013.0,Y,my_SA
512,513,131179,1_1_27_6_7_0_0_0_0_0_0,1_1_27,South Africa,GP-13-MUS-107,2013.0,Y,my_SA
513,514,131180,0_0_28_0_1_1_0_0_0_0_0,0_0_28,South Africa,GP-13-MUS-109,2013.0,Y,my_SA
514,515,131181,1_1_17_4_6_0_0_0_0_0_0,1_1_17,South Africa,GP-13-MUS-116,2013.0,Y,my_SA
515,516,131182,0_0_23_2_0_1_0_0_0_0_0,0_0_23,South Africa,GP-13-MUS-120,2013.0,Y,my_SA
516,517,131183,0_0_33_12_204_0_0_0_0_0_0,0_0_33,South Africa,GP-13-MUS-121,2013.0,Y,my_SA
517,518,131184,1_1_17_4_20_0_0_0_0_0_0,1_1_17,South Africa,GP-13-MUS-129,2013.0,Y,my_SA
518,519,131185,0_0_23_21_0_0_0_0_0_1_0,0_0_23,South Africa,GP-13-MUS-132,2013.0,Y,my_SA
519,520,131186,0_0_33_12_153_0_0_0_0_0_0,0_0_33,South Africa,GP-13-MUS-133,2013.0,Y,my_SA
520,521,131187,1_1_40_0_0_0_0_0_0_0_0,1_1_40,South Africa,GP-13-MUS-134,2013.0,Y,my_SA
521,522,131188,0_2_71_0_0_0_0_0_0_0_0,0_2_71,South Africa,GP13-MUS-144,2013.0,Y,my_SA
522,523,131189,0_0_36_1_2_1_0_0_0_0_0,0_0_36,South Africa,GP13-MUS-145,2013.0,Y,my_SA
523,524,131190,0_12_11_0_0_0_0_0_0_0_0,0_12_11,South Africa,GP13-MUS-152,2013.0,Y,my_SA
524,525,131191,1_1_17_4_15_0_0_0_0_0_0,1_1_17,South Africa,GP13-MUS-177,2013.0,Y,my_SA
525,526,131192,0_0_33_12_156_0_1_0_0_0_0,0_0_33,South Africa,GP13-MUS-179,2013.0,Y,my_SA
526,527,131193,0_0_33_12_248_0_0_0_0_0_0,0_0_33,South Africa,GP13-MUS-187,2013.0,Y,my_SA
527,528,131194,0_0_28_0_2_0_0_0_0_0_0,0_0_28,South Africa,GP13-MUS-189,2013.0,Y,my_SA
528,529,131195,0_0_36_1_4_0_0_0_0_0_0,0_0_36,South Africa,GP13-MUS-190,2013.0,Y,my_SA
529,530,131196,0_0_33_12_156_0_1_0_0_1_0,0_0_33,South Africa,GP13-MUS-195,2013.0,Y,my_SA
530,531,131197,0_0_47_6_17_0_0_0_0_0_0,0_0_47,South Africa,GP13-MUS-196,2013.0,Y,my_SA
531,532,131198,0_0_23_7_0_0_0_0_0_0_0,0_0_23,South Africa,GP13-MUS-203,2013.0,Y,my_SA
532,533,131199,0_0_33_12_165_0_0_0_0_0_0,0_0_33,South Africa,GP13-MUS-206,2013.0,Y,my_SA
533,534,131200,0_0_33_12_277_0_0_0_0_0_0,0_0_33,South Africa,GP13-MUS-208,2013.0,Y,my_SA
534,535,131201,0_0_33_12_217_0_0_0_0_0_0,0_0_33,South Africa,GP13-MUS-210,2013.0,Y,my_SA
535,536,131202,0_0_33_12_92_1_0_0_0_3_0,0_0_33,South Africa,GP13-MUS-213,2013.0,Y,my_SA
536,537,131203,0_0_18_25_0_0_0_0_0_0_0,0_0_18,South Africa,GP13-MUS-215,2013.0,Y,my_SA
537,538,131204,1_1_17_4_9_0_0_0_0_0_0,1_1_17,South Africa,GP13-MUS-218,2013.0,Y,my_SA
538,539,131205,0_18_22_1_0_0_0_0_0_0_0,0_18_22,South Africa,GP13-MUS-225,2013.0,Y,my_SA
539,540,131206,1_1_27_6_4_0_0_0_0_0_0,1_1_27,South Africa,GP13-MUS-231,2013.0,Y,my_SA
540,541,131207,1_1_27_9_0_0_0_0_0_0_0,1_1_27,South Africa,GP-13-MUS-235,2013.0,Y,my_SA
541,542,131208,0_0_18_23_4_0_0_0_0_0_0,0_0_18,South Africa,GP-13-MUS-236,2013.0,Y,my_SA
542,543,131209,0_0_33_12_205_0_0_0_0_0_0,0_0_33,South Africa,GP-13-MUS-243,2013.0,Y,my_SA
543,544,131210,0_0_23_21_0_0_0_0_0_0_0,0_0_23,South Africa,GP-13-MUS-244,2013.0,Y,my_SA
544,545,131211,1_1_27_10_0_0_0_0_0_0_0,1_1_27,South Africa,GP-13-MUS-247,2013.0,Y,my_SA
545,546,131212,0_0_23_2_5_0_0_0_0_0_0,0_0_23,South Africa,GP-13-MUS-253,2013.0,Y,my_SA
546,547,131213,0_0_33_12_211_0_0_0_0_0_0,0_0_33,South Africa,GP-13-MUS-256,2013.0,Y,my_SA
547,548,131214,0_0_33_12_92_7_0_0_0_0_0,0_0_33,South Africa,GP-13-MUS-257,2013.0,Y,my_SA
548,549,131215,0_0_33_12_166_0_0_0_0_0_0,0_0_33,South Africa,GP-13-MUS-258,2013.0,Y,my_SA
549,550,131216,0_0_33_12_173_0_0_0_0_0_0,0_0_33,South Africa,GP-13-MUS-269,2013.0,Y,my_SA
550,551,131217,0_0_36_6_0_0_0_0_0_0_0,0_0_36,South Africa,GP-13-MUS-271,2013.0,Y,my_SA
551,552,131218,1_1_27_6_6_0_0_0_0_0_0,1_1_27,South Africa,GP-13-MUS-272,2013.0,Y,my_SA
552,553,131219,0_0_23_3_2_0_0_0_0_0_0,0_0_23,South Africa,GP-13-MUS-275,2013.0,Y,my_SA
553,554,131220,0_2_21_0_9_0_1_0_0_0_0,0_2_21,South Africa,GP-13-MUS-276,2013.0,Y,my_SA
554,555,131221,0_23_0_1_0_0_0_0_0_0_0,0_23_0,South Africa,GP-14-MUS-017,2014.0,Y,my_SA
555,556,131222,0_0_33_12_144_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-032,2014.0,Y,my_SA
556,557,131223,0_10_0_2_0_2_0_0_0_0_0,0_10_0,South Africa,GP-14-MUS-033,2014.0,Y,my_SA
557,558,131224,0_0_33_12_219_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-034,2014.0,Y,my_SA
558,559,131225,0_0_33_12_180_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-042,2014.0,Y,my_SA
559,560,131226,1_1_27_6_3_0_0_0_0_0_0,1_1_27,South Africa,GP-14-MUS-052,2014.0,Y,my_SA
560,561,131227,0_0_23_17_0_0_0_0_0_0_0,0_0_23,South Africa,GP-14-MUS-054,2014.0,Y,my_SA
561,562,131228,0_0_33_12_92_5_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-057,2014.0,Y,my_SA
562,563,131229,0_2_71_0_3_0_0_0_0_0_0,0_2_71,South Africa,GP-14-MUS-063,2014.0,Y,my_SA
563,564,131230,0_0_28_0_7_0_0_0_0_0_0,0_0_28,South Africa,GP-14-MUS-064,2014.0,Y,my_SA
564,565,131231,0_2_21_0_8_0_0_0_0_0_0,0_2_21,South Africa,GP-14-MUS-069,2014.0,Y,my_SA
565,566,131232,0_18_22_0_0_0_0_0_0_0_0,0_18_22,South Africa,GP-14-MUS-081,2014.0,Y,my_SA
566,567,131233,0_0_23_8_1_0_0_0_0_0_0,0_0_23,South Africa,GP-14-MUS-082,2014.0,Y,my_SA
567,568,131234,0_0_28_1_0_0_0_0_0_0_0,0_0_28,South Africa,GP-14-MUS-088,2014.0,Y,my_SA
568,569,131235,0_0_36_1_3_0_0_0_0_0_0,0_0_36,South Africa,GP-14-MUS-092,2014.0,Y,my_SA
569,570,131236,0_0_33_12_212_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-094,2014.0,Y,my_SA
570,571,131237,0_2_0_1_0_33_0_2_0_0_0,0_2_0,South Africa,GP-14-MUS-095,2014.0,Y,my_SA
571,572,131238,0_0_33_12_200_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-099,2014.0,Y,my_SA
572,573,131239,0_0_33_12_186_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-103,2014.0,Y,my_SA
573,574,131240,0_0_47_6_20_0_0_0_0_0_0,0_0_47,South Africa,GP-14-MUS-105,2014.0,Y,my_SA
574,575,131241,0_0_23_12_0_0_0_0_0_0_0,0_0_23,South Africa,GP-14-MUS-107,2014.0,Y,my_SA
575,576,131242,0_0_33_12_92_8_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-110,2014.0,Y,my_SA
576,577,131243,0_2_30_0_1_0_0_0_0_0_0,0_2_30,South Africa,GP-14-MUS-114,2014.0,Y,my_SA
577,578,131244,0_0_47_6_14_0_0_0_0_0_0,0_0_47,South Africa,GP-14-MUS-117,2014.0,Y,my_SA
578,579,131245,0_0_47_6_19_0_0_0_0_0_0,0_0_47,South Africa,GP-14-MUS-121,2014.0,Y,my_SA
579,580,131246,0_0_33_12_178_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-139,2014.0,Y,my_SA
580,581,131247,0_0_33_12_157_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-143,2014.0,Y,my_SA
581,582,131248,0_12_10_3_0_0_0_0_0_0_0,0_12_10,South Africa,GP-14-MUS-147,2014.0,Y,my_SA
582,583,131249,0_0_33_12_247_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-150,2014.0,Y,my_SA
583,584,131250,0_0_33_12_189_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-151,2014.0,Y,my_SA
584,585,131251,0_0_33_12_193_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-154,2014.0,Y,my_SA
585,586,131252,0_0_33_12_163_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-156,2014.0,Y,my_SA
586,587,131253,0_0_47_6_13_0_0_0_0_0_0,0_0_47,South Africa,GP-14-MUS-165,2014.0,Y,my_SA
587,588,131254,0_0_33_12_92_3_0_0_1_0_0,0_0_33,South Africa,GP-14-MUS-183,2014.0,Y,my_SA
588,589,131255,1_1_17_4_8_0_0_0_0_0_0,1_1_17,South Africa,GP-14-MUS-189,2014.0,Y,my_SA
589,590,131256,0_16_0_1_27_0_0_0_0_0_0,0_16_0,South Africa,GP-14-MUS-194,2014.0,Y,my_SA
590,591,131257,0_12_10_1_0_0_0_0_0_0_0,0_12_10,South Africa,GP-14-MUS-211,2014.0,Y,my_SA
591,592,131258,0_0_8_4_0_0_0_0_0_0_0,0_0_8,South Africa,GP-14-MUS-212,2014.0,Y,my_SA
592,593,131259,0_0_33_12_186_0_0_0_0_1_0,0_0_33,South Africa,GP-14-MUS-213,2014.0,Y,my_SA
593,594,131260,0_0_33_12_156_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-214,2014.0,Y,my_SA
594,595,131261,0_0_33_12_209_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-218,2014.0,Y,my_SA
595,596,131262,0_0_33_12_165_0_0_1_0_0_0,0_0_33,South Africa,GP-14-MUS-219,2014.0,Y,my_SA
596,597,131263,0_0_72_0_0_0_0_0_0_0_0,0_0_72,South Africa,GP-14-MUS-221,2014.0,Y,my_SA
597,598,131264,1_1_17_13_0_1_0_0_0_0_0,1_1_17,South Africa,GP-14-MUS-224,2014.0,Y,my_SA
598,599,131265,0_16_0_1_17_0_0_0_0_0_0,0_16_0,South Africa,GP-14-MUS-232,2014.0,Y,my_SA
599,600,131266,0_0_33_12_194_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-238,2014.0,Y,my_SA
600,601,131267,0_0_33_12_215_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-243,2014.0,Y,my_SA
601,602,131268,0_0_33_12_245_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-244,2014.0,Y,my_SA
602,603,131269,0_0_47_6_6_0_0_0_0_0_0,0_0_47,South Africa,GP-14-MUS-246,2014.0,Y,my_SA
603,604,131270,0_0_33_12_206_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-247,2014.0,Y,my_SA
604,605,131271,0_0_33_12_146_0_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-250,2014.0,Y,my_SA
605,606,131272,1_1_27_6_5_0_0_0_0_0_0,1_1_27,South Africa,GP-14-MUS-251,2014.0,Y,my_SA
606,607,131273,0_0_33_12_92_2_0_0_0_0_0,0_0_33,South Africa,GP-14-MUS-252,2014.0,Y,my_SA
607,608,131274,0_0_33_12_154_1_0_0_0_0_0,0_0_33,South Africa,15MUS-AH001,2015.0,Y,my_SA
608,609,131275,0_2_71_0_2_0_0_0_0_0_0,0_2_71,South Africa,15MUS-AH007,2015.0,Y,my_SA
609,610,131276,0_0_33_12_154_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH008,2015.0,Y,my_SA
610,611,131277,0_0_33_12_242_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH009,2015.0,Y,my_SA
611,612,131278,0_0_33_12_202_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH021,2015.0,Y,my_SA
612,613,131279,1_1_17_13_0_0_0_0_0_0_0,1_1_17,South Africa,15MUS-AH029,2015.0,Y,my_SA
613,614,131280,0_0_47_6_10_0_0_0_0_0_0,0_0_47,South Africa,15MUS-AH030,2015.0,Y,my_SA
614,615,131281,0_0_33_12_182_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH041,2015.0,Y,my_SA
615,616,131282,1_1_17_4_11_0_0_0_0_0_0,1_1_17,South Africa,15MUS-AH042,2015.0,Y,my_SA
616,617,131283,0_0_23_2_11_0_0_0_0_0_0,0_0_23,South Africa,15MUS-AH060,2015.0,Y,my_SA
617,618,131284,0_16_0_1_18_0_0_0_0_0_0,0_16_0,South Africa,15MUS-AH061,2015.0,Y,my_SA
618,619,131285,0_0_33_77_0_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH063,2015.0,Y,my_SA
619,620,131286,0_0_23_8_0_0_0_0_0_0_0,0_0_23,South Africa,15MUS-AH064,2015.0,Y,my_SA
620,621,131287,0_0_33_75_0_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH068,2015.0,Y,my_SA
621,622,131288,0_2_71_0_0_1_0_0_0_0_0,0_2_71,South Africa,15MUS-AH077,2015.0,Y,my_SA
622,623,131289,0_0_33_12_214_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH078,2015.0,Y,my_SA
623,624,131290,0_0_33_12_197_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH079,2015.0,Y,my_SA
624,625,131291,0_0_64_0_0_0_0_0_0_0_0,0_0_64,South Africa,15MUS-AH083,2015.0,Y,my_SA
625,626,131292,0_0_33_12_183_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH084,2015.0,Y,my_SA
626,627,131293,0_0_28_1_1_0_0_0_0_0_0,0_0_28,South Africa,15MUS-AH085,2015.0,Y,my_SA
627,628,131294,0_0_23_23_0_0_0_0_0_0_0,0_0_23,South Africa,15MUS-AH086,2015.0,Y,my_SA
628,629,131295,0_0_47_6_16_0_0_0_0_0_0,0_0_47,South Africa,15MUS-AH087,2015.0,Y,my_SA
629,630,131296,0_0_28_0_3_0_0_0_0_0_0,0_0_28,South Africa,15MUS-AH088,2015.0,Y,my_SA
630,631,131297,0_0_33_12_158_0_0_0_0_1_0,0_0_33,South Africa,15MUS-AH089,2015.0,Y,my_SA
631,632,131298,1_1_27_6_6_0_0_0_1_0_0,1_1_27,South Africa,15MUS-AH092,2015.0,Y,my_SA
632,633,131299,0_16_0_1_6_4_0_0_0_0_0,0_16_0,South Africa,15MUS-AH093,2015.0,Y,my_SA
633,634,131300,0_18_22_3_0_0_0_0_0_0_0,0_18_22,South Africa,15MUS-AH094,2015.0,Y,my_SA
634,635,131301,11_0_5_0_0_0_0_0_0_0_0,11_0_5,South Africa,15MUS-AH096,2015.0,Y,my_SA
635,636,131302,0_16_0_1_28_0_0_0_0_0_0,0_16_0,South Africa,15MUS-AH101,2015.0,Y,my_SA
636,637,131303,0_0_33_12_154_0_0_1_0_0_0,0_0_33,South Africa,15MUS-AH103,2015.0,Y,my_SA
637,638,131304,0_0_23_2_6_0_0_0_0_0_0,0_0_23,South Africa,15MUS-AH106,2015.0,Y,my_SA
638,639,131305,0_0_33_12_158_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH108,2015.0,Y,my_SA
639,640,131306,0_0_47_6_18_0_0_0_0_0_0,0_0_47,South Africa,15MUS-AH112,2015.0,Y,my_SA
640,641,131307,1_1_17_10_0_0_0_0_0_0_0,1_1_17,South Africa,15MUS-AH113,2015.0,Y,my_SA
641,642,131308,0_16_0_1_18_0_0_0_0_0_0,0_16_0,South Africa,15MUS-AH117,2015.0,Y,my_SA
642,643,131309,1_1_27_13_0_0_0_0_0_0_0,1_1_27,South Africa,15MUS-AH119,2015.0,Y,my_SA
643,644,131310,0_0_73_0_0_0_0_0_0_0_0,0_0_73,South Africa,15MUS-AH121,2015.0,Y,my_SA
644,645,131311,0_0_25_4_0_0_0_0_0_0_0,0_0_25,South Africa,15MUS-AH122,2015.0,Y,my_SA
645,646,131312,0_0_33_12_161_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH130,2015.0,Y,my_SA
646,647,131313,1_1_17_4_19_0_0_0_0_0_0,1_1_17,South Africa,15MUS-AH131,2015.0,Y,my_SA
647,648,131314,0_0_23_2_8_0_0_0_0_0_0,0_0_23,South Africa,15MUS-AH133,2015.0,Y,my_SA
648,649,131315,0_0_25_2_1_0_0_0_0_0_0,0_0_25,South Africa,15MUS-AH135,2015.0,Y,my_SA
649,650,131316,0_0_33_12_92_6_0_0_0_0_0,0_0_33,South Africa,15MUS-AH138,2015.0,Y,my_SA
650,651,131317,0_0_33_12_184_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH140,2015.0,Y,my_SA
651,652,131318,0_0_33_12_155_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH143,2015.0,Y,my_SA
652,653,131319,0_0_33_12_276_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH146,2015.0,Y,my_SA
653,654,131320,0_0_33_12_162_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH148,2015.0,Y,my_SA
654,655,131321,1_1_27_14_0_0_0_0_0_0_0,1_1_27,South Africa,15MUS-AH149,2015.0,Y,my_SA
655,656,131322,,,South Africa,15MUS-AH150,2015.0,Y,my_SA
656,657,131323,0_0_33_79_0_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH152,2015.0,Y,my_SA
657,658,131324,0_0_33_12_174_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH153,2015.0,Y,my_SA
658,659,131325,0_0_33_12_172_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH154,2015.0,Y,my_SA
659,660,131326,0_0_18_23_3_0_0_0_0_0_0,0_0_18,South Africa,15MUS-AH160,2015.0,Y,my_SA
660,661,131327,0_0_33_12_176_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH165,2015.0,Y,my_SA
661,662,131328,0_0_33_12_208_0_0_0_0_0_0,0_0_33,South Africa,15MUS-AH166,2015.0,Y,my_SA
662,663,131329,0_0_33_12_185_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH007,2016.0,Y,my_SA
663,664,131330,1_1_27_12_0_0_0_0_0_0_0,1_1_27,South Africa,16MUS-AH009,2016.0,Y,my_SA
664,665,131331,0_0_36_1_7_0_0_0_0_0_0,0_0_36,South Africa,16MUS-AH010,2016.0,Y,my_SA
665,666,131332,0_0_23_14_0_0_0_0_0_0_0,0_0_23,South Africa,16MUS-AH011,2016.0,Y,my_SA
666,667,131333,0_0_23_19_0_0_0_0_0_0_0,0_0_23,South Africa,16MUS-AH012,2016.0,Y,my_SA
667,668,131334,0_0_33_70_0_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH017,2016.0,Y,my_SA
668,669,131335,0_0_47_7_1_0_0_0_0_0_0,0_0_47,South Africa,16MUS-AH019,2016.0,Y,my_SA
669,670,131336,0_0_61_0_0_0_0_0_0_0_0,0_0_61,South Africa,16MUS-AH023,2016.0,Y,my_SA
670,671,131337,0_0_33_12_210_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH026,2016.0,Y,my_SA
671,672,131338,0_0_33_12_188_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH029,2016.0,Y,my_SA
672,673,131339,0_0_47_6_4_0_0_0_0_0_0,0_0_47,South Africa,16MUS-AH030,2016.0,Y,my_SA
673,674,131340,1_1_27_12_0_0_0_1_0_0_0,1_1_27,South Africa,16MUS-AH034,2016.0,Y,my_SA
674,675,131341,0_0_33_12_203_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH057,2016.0,Y,my_SA
675,676,131342,0_0_33_12_169_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH060,2016.0,Y,my_SA
676,677,131343,0_0_33_12_177_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH062,2016.0,Y,my_SA
677,678,131344,0_16_0_8_0_0_0_0_0_0_0,0_16_0,South Africa,16MUS-AH063,2016.0,Y,my_SA
678,679,131345,0_0_23_14_0_1_0_0_0_0_0,0_0_23,South Africa,16MUS-AH064,2016.0,Y,my_SA
679,680,131346,0_0_47_6_12_0_0_0_0_0_0,0_0_47,South Africa,16MUS-AH067,2016.0,Y,my_SA
680,681,131347,0_0_33_12_198_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH068,2016.0,Y,my_SA
681,682,131348,0_0_23_20_0_0_0_0_0_0_0,0_0_23,South Africa,16MUS-aH070,2016.0,Y,my_SA
682,683,131349,0_0_23_2_10_0_0_0_0_0_0,0_0_23,South Africa,16MUS-AH082,2016.0,Y,my_SA
683,684,131350,0_0_33_12_185_0_0_0_0_1_0,0_0_33,South Africa,16MUS-AH085,2016.0,Y,my_SA
684,685,131351,1_1_27_11_0_0_0_0_0_0_0,1_1_27,South Africa,16MUS-AH087,2016.0,Y,my_SA
685,686,131352,0_0_47_6_15_0_0_0_0_0_0,0_0_47,South Africa,16MUS-AH088,2016.0,Y,my_SA
686,687,131353,0_0_33_12_148_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH089,2016.0,Y,my_SA
687,688,131354,0_0_28_0_6_0_0_0_0_0_0,0_0_28,South Africa,16MUS-AH091,2016.0,Y,my_SA
688,689,131355,0_0_33_12_187_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH093,2016.0,Y,my_SA
689,690,131356,1_1_17_12_0_0_0_0_0_0_0,1_1_17,South Africa,16MUS-AH094,2016.0,Y,my_SA
690,691,131357,0_0_33_12_185_0_0_0_0_2_0,0_0_33,South Africa,16MUS-AH097,2016.0,Y,my_SA
691,692,131358,0_0_33_69_0_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH100,2016.0,Y,my_SA
692,693,131359,0_18_23_2_0_0_0_0_0_0_0,0_18_23,South Africa,16MUS-AH101,2016.0,Y,my_SA
693,694,131360,0_0_33_12_207_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH109,2016.0,Y,my_SA
694,695,131361,0_0_33_12_202_1_0_0_0_0_0,0_0_33,South Africa,16MUS-AH113,2016.0,Y,my_SA
695,696,131362,0_0_47_11_2_0_0_0_0_0_0,0_0_47,South Africa,16MUS-AH116,2016.0,Y,my_SA
696,697,131363,0_0_33_12_148_0_0_1_0_0_0,0_0_33,South Africa,16MUS-AH118,2016.0,Y,my_SA
697,698,131364,0_0_33_12_283_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH119,2016.0,Y,my_SA
698,699,131365,0_2_72_0_0_0_0_0_0_0_0,0_2_72,South Africa,16MUS-AH121,2016.0,Y,my_SA
699,700,131366,0_0_33_12_92_4_0_0_0_0_0,0_0_33,South Africa,16MUS-AH124,2016.0,Y,my_SA
700,701,131367,0_0_33_71_0_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH126,2016.0,Y,my_SA
701,702,131368,0_0_33_69_0_1_0_0_0_0_0,0_0_33,South Africa,16MUS-AH131,2016.0,Y,my_SA
702,703,131369,0_0_33_12_175_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH140,2016.0,Y,my_SA
703,704,131370,0_0_28_0_5_0_0_0_0_0_0,0_0_28,South Africa,16MUS-AH142,2016.0,Y,my_SA
704,705,131371,1_1_17_4_17_0_0_0_0_0_0,1_1_17,South Africa,16MUS-AH146,2016.0,Y,my_SA
705,706,131372,0_0_33_12_160_0_0_0_0_0_0,0_0_33,South Africa,16MUS-AH147,2016.0,Y,my_SA
706,707,131373,0_0_28_0_4_0_0_0_0_0_0,0_0_28,South Africa,16MUS-AH152,2016.0,Y,my_SA
707,708,131374,0_0_23_2_2_0_0_0_0_0_0,0_0_23,South Africa,17MUS-AH002,2017.0,Y,my_SA
708,709,131375,0_0_47_11_1_0_0_0_0_0_0,0_0_47,South Africa,17MUS-AH004,2017.0,Y,my_SA
709,710,131376,0_0_33_12_168_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH007,2017.0,Y,my_SA
710,711,131377,0_0_23_2_7_0_0_0_0_0_0,0_0_23,South Africa,17MUS-AH009,2017.0,Y,my_SA
711,712,131378,0_18_23_0_0_0_0_0_0_0_0,0_18_23,South Africa,17MUS-AH011,2017.0,Y,my_SA
712,713,131379,0_0_33_12_181_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH012,2017.0,Y,my_SA
713,714,131380,0_0_33_12_190_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH014,2017.0,Y,my_SA
714,715,131381,0_0_33_12_213_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH015,2017.0,Y,my_SA
715,716,131382,0_0_33_12_278_0_0_0_0_0_0,0_0_33,South Africa,17MUS-AH018,2017.0,Y,my_SA
716,717,136267,1_1_34_6_0_0_0_0_0_0_0,1_1_34,Uganda,UG001,,N,N
717,718,136268,16_1_0_2_0_0_0_0_0_0_0,16_1_0,Uganda,UG002,,N,N
718,719,136269,14_0_2_0_0_0_0_0_0_0_0,14_0_2,Uganda,UG003,,N,N
719,720,136270,16_1_0_2_3_0_0_0_0_0_0,16_1_0,Uganda,UG004,,N,N
720,721,136271,1_0_0_0_8_0_0_0_0_0_0,1_0_0,Uganda,UG005,,N,N
721,722,136272,0_0_33_53_4_0_0_0_0_0_0,0_0_33,Uganda,UG006,,N,N
722,723,136273,1_0_0_0_4_0_0_0_0_0_0,1_0_0,Uganda,UG008,,N,N
723,724,136274,16_1_0_2_5_0_0_0_0_0_0,16_1_0,Uganda,UG011,,N,N
724,725,136275,0_16_0_1_22_0_0_0_0_0_0,0_16_0,Uganda,UG012,,N,N
725,726,136276,16_1_0_2_1_0_0_0_0_0_0,16_1_0,Uganda,UG013,,N,N
726,727,136277,0_0_33_124_1_0_0_0_0_0_0,0_0_33,Uganda,UG014,,N,N
727,728,136278,0_0_33_53_5_0_0_0_0_0_0,0_0_33,Uganda,UG016,,N,N
728,729,136279,0_16_0_9_0_0_0_0_0_0_0,0_16_0,Uganda,UG017,,N,N
729,730,136280,1_0_0_0_1_0_0_0_0_0_0,1_0_0,Uganda,UG018,,N,N
730,731,136281,16_1_0_2_2_0_0_0_0_0_0,16_1_0,Uganda,UG019,,N,N
731,732,136282,1_0_0_0_5_0_0_0_0_0_0,1_0_0,Uganda,UG020,,N,N
732,733,136283,0_16_0_1_24_0_0_0_0_0_0,0_16_0,Uganda,UG021,,N,N
733,734,136284,0_16_7_0_0_0_0_0_0_0_0,0_16_7,Uganda,UG022,,N,N
734,735,136285,1_1_34_9_0_0_0_0_0_0_0,1_1_34,Uganda,UG023,,N,N
735,736,136286,0_16_9_1_1_0_0_0_0_0_0,0_16_9,Uganda,UG026,,N,N
736,737,136287,1_1_34_0_4_0_0_0_0_0_0,1_1_34,Uganda,UG027,,N,N
737,738,136288,1_1_34_8_0_0_0_0_0_0_0,1_1_34,Uganda,UG028,,N,N
