id,isolate,country,year,azithromycin_mic,NEIS0133,NEIS1633,NEIS1634,NEIS1635,pro_NEIS1635,private_record,private_owner
107430,ERR3578148,UK,2016.0,0.25,102,18.0,207.0,16.0,3,False,
107431,ERR3578149,UK,2016.0,0.125,102,367.0,368.0,194.0,2,False,
107432,ERR3578150,UK,2016.0,0.125,102,367.0,12.0,873.0,6,False,
107433,ERR3578151,UK,2016.0,0.125,102,367.0,12.0,873.0,6,False,
107434,ERR3578152,UK,2016.0,0.06,102,22.0,821.0,17.0,6,False,
107435,ERR3578154,UK,2016.0,0.06,417,22.0,17.0,,6,False,
107436,ERR3578155,UK,2016.0,0.5,50,1006.0,205.0,187.0,6,False,
107437,ERR3578156,UK,2016.0,0.125,102,22.0,17.0,17.0,2,False,
107438,ERR3578157,UK,2016.0,0.25,102,16.0,11.0,13.0,3,False,
107439,ERR3578158,UK,2016.0,0.06,102,22.0,17.0,17.0,6,False,
107440,ERR3578159,UK,2016.0,0.03,102,22.0,17.0,17.0,6,False,
107441,ERR3578160,UK,2016.0,0.06,102,22.0,17.0,17.0,6,False,
107442,ERR3578161,UK,2016.0,0.25,102,16.0,11.0,12.0,3,False,
107443,ERR3578162,UK,2016.0,0.06,102,22.0,17.0,17.0,6,False,
107444,ERR3578163,UK,2016.0,0.125,102,21.0,12.0,346.0,6,False,
107445,ERR3578164,UK,2016.0,0.25,102,367.0,567.0,1146.0,6,False,
107446,ERR3578165,UK,2016.0,0.06,102,666.0,1811.0,521.0,6,False,
107447,ERR3578166,UK,2016.0,0.06,102,22.0,17.0,17.0,6,False,
107448,ERR3578167,UK,2016.0,0.06,102,22.0,17.0,17.0,6,False,
107449,ERR3578168,UK,2016.0,0.25,102,18.0,207.0,16.0,3,False,
107450,ERR3578169,UK,2016.0,0.125,102,367.0,567.0,1146.0,6,False,
107451,ERR3578170,UK,2016.0,0.06,102,22.0,17.0,17.0,,False,
107452,ERR3578171,UK,2016.0,0.125,102,628.0,17.0,17.0,6,False,
107453,ERR3578172,UK,2016.0,0.5,50,3353.0,493.0,182.0,22,False,
107454,ERR3578174,UK,2016.0,0.125,102,666.0,12.0,521.0,6,False,
107456,ERR3578176,UK,2016.0,0.125,102,18.0,12.0,194.0,1,False,
107457,ERR3578178,UK,2016.0,0.5,102,18.0,11.0,13.0,3,False,
107458,ERR3578179,UK,2016.0,0.25,102,367.0,567.0,1146.0,6,False,
107459,ERR3578180,UK,2016.0,0.06,102,367.0,801.0,13.0,3,False,
107460,ERR3578181,UK,2016.0,0.25,102,22.0,17.0,17.0,1,False,
107463,ERR3578185,UK,2016.0,0.06,102,22.0,17.0,17.0,6,False,
107464,ERR3578186,UK,2016.0,0.125,102,636.0,12.0,194.0,1,False,
107465,ERR3578187,UK,2016.0,0.125,311,18.0,100.0,333.0,6,False,
107466,ERR3578189,UK,2016.0,0.5,102,18.0,11.0,13.0,3,False,
107467,ERR3578190,UK,2016.0,0.5,102,18.0,11.0,13.0,3,False,
107468,ERR3578191,UK,2016.0,0.06,102,367.0,12.0,371.0,6,False,
107469,ERR3578192,UK,2016.0,0.125,102,367.0,12.0,371.0,6,False,
107471,ERR3578194,UK,2016.0,0.125,102,367.0,12.0,873.0,6,False,
107472,ERR3578195,UK,2016.0,0.125,102,16.0,17.0,12.0,6,False,
107473,ERR3578196,UK,2016.0,0.125,102,16.0,11.0,12.0,3,False,
107474,ERR3578197,UK,2016.0,0.03,102,22.0,17.0,17.0,6,False,
107475,ERR3578198,UK,2016.0,0.03,102,16.0,11.0,12.0,3,False,
107476,ERR3578204,UK,2013.0,0.125,50,367.0,12.0,187.0,6,False,
107477,ERR3578205,UK,2013.0,0.125,102,666.0,12.0,521.0,6,False,
107478,ERR3578206,UK,2013.0,0.125,50,18.0,207.0,16.0,3,False,
107479,ERR3578207,UK,2014.0,0.06,102,3841.0,17.0,,6,False,
107480,ERR3578208,UK,2014.0,0.06,102,16.0,457.0,12.0,6,False,
107481,ERR3578209,UK,2014.0,0.03,102,22.0,,17.0,6,False,
107482,ERR3578210,UK,2014.0,0.03,102,22.0,17.0,17.0,6,False,
107483,ERR3578212,UK,2015.0,0.03,102,22.0,821.0,17.0,6,False,
107484,ERR3578213,UK,2013.0,0.06,102,636.0,12.0,194.0,1,False,
107485,ERR3578214,UK,2013.0,0.125,50,18.0,207.0,16.0,3,False,
107486,ERR3578215,UK,2014.0,0.03,102,636.0,12.0,194.0,1,False,
107487,ERR3578217,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107488,ERR3578218,UK,2014.0,0.25,102,367.0,567.0,1146.0,6,False,
107489,ERR3578219,UK,2014.0,256.0,102,21.0,11.0,13.0,3,False,
107490,ERR3578220,UK,2014.0,0.125,102,367.0,12.0,17.0,6,False,
107491,ERR3578221,UK,2014.0,0.25,102,367.0,567.0,1146.0,6,False,
107492,ERR3578222,UK,2016.0,0.125,102,636.0,12.0,194.0,1,False,
107493,ERR3578223,UK,2016.0,0.125,102,367.0,12.0,873.0,6,False,
107494,ERR3578224,UK,2016.0,0.125,102,22.0,17.0,17.0,,False,
107495,ERR3578225,UK,2016.0,0.125,127,21.0,11.0,13.0,3,False,
107496,ERR3578226,UK,2016.0,0.25,102,367.0,567.0,1146.0,6,False,
107497,ERR3578227,UK,2016.0,0.25,102,16.0,11.0,12.0,3,False,
107498,ERR3578228,UK,2016.0,0.125,102,367.0,801.0,13.0,3,False,
107499,ERR3578229,UK,2016.0,0.25,102,367.0,567.0,1146.0,6,False,
107500,ERR3578230,UK,2016.0,0.5,50,1006.0,205.0,187.0,6,False,
107501,ERR3578231,UK,2016.0,0.25,102,666.0,12.0,521.0,6,False,
107502,ERR3578786,UK,2015.0,0.125,102,636.0,12.0,194.0,1,False,
107503,ERR3578787,UK,2015.0,0.03,102,22.0,17.0,17.0,6,False,
107504,ERR3578788,UK,2015.0,0.25,102,824.0,17.0,,6,False,
107505,ERR3578789,UK,2015.0,0.25,102,18.0,12.0,12.0,3,False,
107506,ERR3578790,UK,2015.0,0.5,102,18.0,207.0,16.0,3,False,
107507,ERR3578791,UK,2015.0,0.125,102,22.0,17.0,,6,False,
107508,ERR3578792,UK,2015.0,0.125,102,22.0,17.0,,6,False,
107509,ERR3578794,UK,2015.0,0.125,102,636.0,12.0,194.0,1,False,
107510,ERR3578793,UK,2015.0,0.03,102,22.0,17.0,17.0,6,False,
107511,ERR3578795,UK,2015.0,0.125,102,636.0,12.0,194.0,1,False,
107512,ERR3578796,UK,2015.0,0.25,113,367.0,12.0,371.0,6,False,
107513,ERR3578797,UK,2015.0,0.5,102,666.0,12.0,521.0,6,False,
107514,ERR3578798,UK,2015.0,0.06,126,22.0,17.0,17.0,6,False,
107515,ERR3578799,UK,2015.0,0.25,102,2399.0,800.0,12.0,6,False,
107516,ERR3578800,UK,2015.0,0.125,102,22.0,17.0,17.0,6,False,
107517,ERR3578801,UK,2015.0,0.06,102,22.0,17.0,17.0,6,False,
107518,ERR3578802,UK,2015.0,0.06,102,22.0,17.0,17.0,6,False,
107519,ERR3578803,UK,2015.0,1.0,50,1006.0,205.0,187.0,6,False,
107520,ERR3578804,UK,2015.0,0.25,102,22.0,17.0,17.0,6,False,
107521,ERR3578805,UK,2015.0,0.125,102,22.0,17.0,,6,False,
107522,ERR3578806,UK,2015.0,0.125,102,22.0,17.0,,6,False,
107523,ERR3578807,UK,2015.0,0.25,102,1122.0,12.0,193.0,14,False,
107524,ERR3578808,UK,2015.0,0.25,102,18.0,13.0,,6,False,
107525,ERR3578809,UK,2015.0,0.25,102,22.0,17.0,,6,False,
107526,ERR3578810,UK,2015.0,0.06,102,22.0,17.0,17.0,6,False,
107527,ERR3578811,UK,2015.0,0.25,102,22.0,17.0,17.0,6,False,
107528,ERR3578812,UK,2015.0,0.25,102,22.0,17.0,,6,False,
107529,ERR3578813,UK,2015.0,0.25,102,18.0,13.0,,6,False,
107530,ERR3578814,UK,2015.0,1.0,50,1006.0,205.0,187.0,6,False,
107531,ERR3578815,UK,2015.0,0.125,102,18.0,11.0,13.0,3,False,
107532,ERR3578816,UK,2015.0,0.03,102,367.0,1720.0,18.0,6,False,
107533,ERR3578817,UK,2015.0,0.25,102,18.0,13.0,,6,False,
107534,ERR3578818,UK,2015.0,0.5,102,18.0,11.0,13.0,3,False,
107535,ERR3578819,UK,2015.0,0.25,102,18.0,11.0,13.0,3,False,
107536,ERR3578820,UK,2015.0,0.25,113,367.0,12.0,371.0,6,False,
107537,ERR3578821,UK,2015.0,0.125,50,367.0,12.0,187.0,6,False,
107538,ERR3578822,UK,2015.0,0.25,102,16.0,12.0,363.0,6,False,
107539,ERR3578823,UK,2014.0,0.06,102,22.0,17.0,17.0,2,False,
107540,ERR3578824,UK,2014.0,0.06,102,22.0,17.0,17.0,2,False,
107541,ERR3578825,UK,2014.0,0.03,102,22.0,821.0,17.0,6,False,
107542,ERR3578826,UK,2014.0,0.125,102,22.0,17.0,17.0,2,False,
107543,ERR3578827,UK,2014.0,0.25,102,18.0,207.0,16.0,3,False,
107544,ERR3578829,UK,2014.0,0.03,102,18.0,12.0,12.0,3,False,
107545,ERR3578830,UK,2014.0,0.03,102,22.0,17.0,17.0,6,False,
107546,ERR3578831,UK,2014.0,0.06,102,22.0,17.0,17.0,6,False,
107547,ERR3578832,UK,2014.0,0.03,102,22.0,821.0,17.0,6,False,
107548,ERR3578833,UK,2014.0,0.125,102,636.0,12.0,194.0,1,False,
107549,ERR3578834,UK,2014.0,0.03,102,636.0,12.0,194.0,1,False,
107550,ERR3578835,UK,2014.0,0.06,102,22.0,17.0,17.0,6,False,
107551,ERR3578836,UK,2014.0,0.125,50,18.0,207.0,16.0,3,False,
107552,ERR3578837,UK,2014.0,0.125,102,636.0,12.0,194.0,1,False,
107553,ERR3578838,UK,2014.0,0.125,102,21.0,11.0,13.0,3,False,
107554,ERR3578839,UK,2014.0,0.03,102,636.0,12.0,194.0,1,False,
107555,ERR3578840,UK,2014.0,0.03,102,22.0,17.0,17.0,6,False,
107556,ERR3578841,UK,2014.0,0.06,102,22.0,17.0,17.0,,False,
107557,ERR3578842,UK,2014.0,0.03,102,22.0,1721.0,17.0,6,False,
107558,ERR3578843,UK,2014.0,0.06,102,22.0,17.0,17.0,6,False,
107559,ERR3578844,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107560,ERR3578845,UK,2014.0,0.06,102,3841.0,17.0,,6,False,
107561,ERR3578846,UK,2014.0,0.03,102,636.0,12.0,194.0,1,False,
107562,ERR3578847,UK,2014.0,0.06,102,22.0,17.0,17.0,2,False,
107563,ERR3578848,UK,2013.0,0.06,102,22.0,17.0,,6,False,
107564,ERR3578849,UK,2013.0,0.125,102,23.0,13.0,12.0,6,False,
107565,ERR3578850,UK,2013.0,0.25,102,16.0,11.0,13.0,3,False,
107566,ERR3578851,UK,2013.0,0.06,102,18.0,1718.0,12.0,6,False,
107567,ERR3578852,UK,2013.0,0.125,102,22.0,17.0,17.0,,False,
107568,ERR3578853,UK,2013.0,0.06,102,22.0,17.0,17.0,6,False,
107569,ERR3578854,UK,2013.0,0.03,102,22.0,17.0,17.0,6,False,
107570,ERR3578855,UK,2013.0,0.03,102,22.0,17.0,17.0,6,False,
107571,ERR3578856,UK,2013.0,0.06,102,657.0,376.0,,6,False,
107572,ERR3578857,UK,2013.0,0.06,102,167.0,100.0,12.0,6,False,
107573,ERR3578858,UK,2013.0,0.06,102,636.0,12.0,194.0,1,False,
107574,ERR3578859,UK,2013.0,0.03,102,22.0,17.0,17.0,6,False,
107575,ERR3578860,UK,2013.0,0.03,102,22.0,17.0,17.0,6,False,
107576,ERR3578861,UK,2013.0,0.06,102,824.0,17.0,,6,False,
107577,ERR3578862,UK,2013.0,0.03,102,22.0,17.0,17.0,6,False,
107578,ERR3578863,UK,2013.0,0.125,102,824.0,17.0,,6,False,
107579,ERR3578864,UK,2013.0,0.06,102,668.0,17.0,189.0,6,False,
107580,ERR3578865,UK,2013.0,0.125,102,657.0,376.0,,6,False,
107581,ERR3578866,UK,2013.0,0.03,102,22.0,821.0,17.0,6,False,
107582,ERR3578867,UK,2013.0,0.03,102,22.0,821.0,17.0,6,False,
107583,ERR3578868,UK,2013.0,0.03,102,22.0,17.0,17.0,6,False,
107584,ERR3578869,UK,2013.0,0.03,102,18.0,1568.0,368.0,6,False,
107585,ERR3578870,UK,2013.0,0.06,113,657.0,12.0,194.0,6,False,
107586,ERR3578871,UK,2013.0,0.03,102,22.0,17.0,17.0,6,False,
107587,ERR3578872,UK,2013.0,0.03,102,657.0,376.0,,6,False,
107588,ERR3578874,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107589,ERR3578873,UK,2013.0,0.03,102,22.0,17.0,17.0,6,False,
107590,ERR3578875,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107591,ERR3578876,UK,2013.0,0.06,102,367.0,365.0,13.0,3,False,
107592,ERR3578877,UK,2013.0,0.25,102,18.0,207.0,16.0,3,False,
107593,ERR3578878,UK,2013.0,0.5,102,1594.0,11.0,13.0,3,False,
107594,ERR3578879,UK,2013.0,0.125,102,16.0,17.0,12.0,6,False,
107595,ERR3578880,UK,2013.0,0.06,102,636.0,12.0,194.0,1,False,
107596,ERR3578881,UK,2013.0,0.06,102,22.0,17.0,,6,False,
107597,ERR3578882,UK,2013.0,0.25,102,18.0,207.0,16.0,3,False,
107598,ERR3578883,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107599,ERR3578884,UK,2013.0,0.25,50,1006.0,459.0,187.0,6,False,
107600,ERR3578885,UK,2013.0,0.125,102,367.0,12.0,371.0,6,False,
107601,ERR3578886,UK,2013.0,0.125,102,367.0,12.0,371.0,6,False,
107602,ERR3578887,UK,2013.0,0.125,102,16.0,11.0,13.0,3,False,
107603,ERR3578888,UK,2013.0,0.125,102,666.0,12.0,521.0,6,False,
107604,ERR3578889,UK,2013.0,0.125,50,378.0,12.0,187.0,6,False,
107605,ERR3578890,UK,2013.0,0.125,102,18.0,207.0,16.0,3,False,
107606,ERR3578891,UK,2013.0,0.06,309,657.0,365.0,13.0,3,False,
107607,ERR3578895,UK,2013.0,0.25,102,18.0,207.0,16.0,3,False,
107608,ERR3578896,UK,2013.0,0.25,102,21.0,11.0,18.0,3,False,
107609,ERR3578897,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107610,ERR3578898,UK,2013.0,0.125,102,367.0,12.0,371.0,6,False,
107611,ERR3578899,UK,2013.0,256.0,102,18.0,12.0,12.0,6,False,
107612,ERR3578900,UK,2013.0,0.03,123,627.0,12.0,329.0,6,False,
107613,ERR3578902,UK,2013.0,0.125,113,669.0,12.0,371.0,6,False,
107614,ERR3578903,UK,2013.0,0.125,102,367.0,368.0,194.0,2,False,
107615,ERR3578905,UK,2013.0,0.06,102,666.0,12.0,521.0,6,False,
107616,ERR3578906,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107617,ERR3578907,UK,2013.0,0.25,50,18.0,207.0,16.0,3,False,
107618,ERR3578908,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107619,ERR3578909,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107620,ERR3578910,UK,2013.0,0.5,50,1006.0,459.0,187.0,6,False,
107621,ERR3578911,UK,2013.0,0.5,50,1006.0,459.0,187.0,6,False,
107622,ERR3578912,UK,2013.0,0.125,50,18.0,207.0,16.0,3,False,
107623,ERR3578913,UK,2013.0,0.125,102,666.0,12.0,521.0,6,False,
107624,ERR3578914,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107625,ERR3578915,UK,2013.0,0.125,102,666.0,12.0,521.0,6,False,
107626,ERR3578916,UK,2013.0,0.125,102,367.0,368.0,194.0,2,False,
107627,ERR3578917,UK,2013.0,0.125,102,18.0,11.0,13.0,3,False,
107628,ERR3578919,UK,2013.0,0.5,102,16.0,11.0,13.0,3,False,
107629,ERR3578920,UK,2013.0,0.125,,378.0,12.0,187.0,6,False,
107630,ERR3578921,UK,2013.0,0.25,50,1006.0,458.0,13.0,3,False,
107631,ERR3578922,UK,2013.0,0.125,102,16.0,12.0,17.0,,False,
107632,ERR3578923,UK,2013.0,0.125,102,18.0,11.0,13.0,3,False,
107633,ERR3578924,UK,2013.0,0.03,102,628.0,17.0,17.0,6,False,
107634,ERR3578925,UK,2013.0,0.125,102,18.0,207.0,16.0,3,False,
107635,ERR3578926,UK,2013.0,0.125,102,367.0,12.0,446.0,6,False,
107636,ERR3578928,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107637,ERR3578929,UK,2013.0,0.25,102,1006.0,813.0,368.0,6,False,
107638,ERR3578930,UK,2013.0,0.25,102,18.0,11.0,13.0,3,False,
107639,ERR3578931,UK,2013.0,0.125,102,18.0,11.0,13.0,3,False,
107640,ERR3578932,UK,2013.0,0.125,102,367.0,365.0,13.0,3,False,
107641,ERR3578933,UK,2013.0,0.125,102,367.0,12.0,873.0,6,False,
107642,ERR3578934,UK,2013.0,0.25,102,18.0,207.0,16.0,3,False,
107643,ERR3578935,UK,2013.0,0.25,50,18.0,207.0,16.0,3,False,
107644,ERR3578936,UK,2013.0,0.125,50,1006.0,205.0,187.0,6,False,
107645,ERR3578937,UK,2013.0,0.125,50,1006.0,205.0,187.0,6,False,
107646,ERR3578938,UK,2013.0,0.125,102,367.0,567.0,1146.0,6,False,
107647,ERR3578939,UK,2013.0,0.125,50,1006.0,205.0,187.0,6,False,
107648,ERR3578940,UK,2013.0,0.06,102,657.0,376.0,,6,False,
107649,ERR3578941,UK,2013.0,0.25,50,1006.0,205.0,187.0,6,False,
107650,ERR3578942,UK,2013.0,0.125,113,367.0,12.0,371.0,6,False,
107651,ERR3578943,UK,2014.0,0.125,102,367.0,567.0,1146.0,6,False,
107652,ERR3578945,UK,2014.0,0.03,102,666.0,12.0,521.0,6,False,
107653,ERR3578946,UK,2014.0,0.06,102,367.0,368.0,194.0,2,False,
107654,ERR3578947,UK,2014.0,0.03,102,16.0,12.0,363.0,6,False,
107655,ERR3578948,UK,2014.0,0.125,113,367.0,12.0,371.0,6,False,
107656,ERR3578949,UK,2014.0,0.03,102,18.0,13.0,12.0,6,False,
107657,ERR3578950,UK,2014.0,0.125,102,18.0,207.0,16.0,3,False,
107658,ERR3578951,UK,2014.0,0.03,102,628.0,17.0,17.0,6,False,
107659,ERR3578952,UK,2014.0,0.03,102,22.0,17.0,17.0,6,False,
107660,ERR3578953,UK,2014.0,0.06,102,1595.0,12.0,12.0,6,False,
107661,ERR3578954,UK,2014.0,0.06,102,18.0,207.0,16.0,3,False,
107662,ERR3578957,UK,2014.0,0.25,102,841.0,11.0,13.0,3,False,
107663,ERR3578956,UK,2014.0,0.125,102,367.0,567.0,1146.0,6,False,
107664,ERR3578958,UK,2014.0,0.125,50,1006.0,205.0,187.0,6,False,
107665,ERR3578960,UK,2014.0,0.06,50,367.0,12.0,187.0,6,False,
107666,ERR3578961,UK,2014.0,0.125,102,666.0,12.0,521.0,6,False,
107667,ERR3578962,UK,2014.0,0.25,102,16.0,11.0,13.0,3,False,
107668,ERR3578963,UK,2014.0,0.125,102,367.0,12.0,371.0,6,False,
107669,ERR3578964,UK,2014.0,0.125,102,21.0,11.0,13.0,3,False,
107670,ERR3578965,UK,2014.0,0.125,102,666.0,12.0,521.0,6,False,
107671,ERR3578966,UK,2014.0,0.125,102,16.0,100.0,368.0,6,False,
107672,ERR3578969,UK,2014.0,0.03,123,627.0,12.0,329.0,6,False,
107673,ERR3578970,UK,2014.0,0.25,102,367.0,567.0,1146.0,6,False,
107674,ERR3578971,UK,2014.0,0.125,50,1006.0,205.0,187.0,6,False,
107675,ERR3578972,UK,2014.0,0.06,102,22.0,17.0,,,False,
107676,ERR3578973,UK,2014.0,0.125,102,367.0,567.0,1146.0,6,False,
107677,ERR3578974,UK,2014.0,0.125,102,367.0,567.0,1146.0,6,False,
107678,ERR3578975,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107679,ERR3578976,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107680,ERR3578977,UK,2014.0,0.06,102,367.0,12.0,371.0,6,False,
107681,ERR3578979,UK,2014.0,0.125,102,666.0,12.0,16.0,3,False,
107682,ERR3578980,UK,2014.0,0.25,102,18.0,207.0,16.0,3,False,
107683,ERR3578982,UK,2014.0,0.125,102,824.0,17.0,,6,False,
107684,ERR3578983,UK,2014.0,0.03,102,22.0,17.0,17.0,6,False,
107685,ERR3578984,UK,2014.0,0.25,120,16.0,11.0,13.0,3,False,
107686,ERR3578985,UK,2014.0,0.06,102,627.0,360.0,884.0,6,False,
107687,ERR3578986,UK,2014.0,0.25,102,367.0,567.0,1146.0,6,False,
107688,ERR3578987,UK,2014.0,0.25,102,16.0,11.0,12.0,3,False,
107689,ERR3578988,UK,2014.0,0.25,102,18.0,207.0,16.0,3,False,
107690,ERR3578989,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107691,ERR3578990,UK,2014.0,0.125,50,1006.0,205.0,187.0,6,False,
107692,ERR3578991,UK,2014.0,0.06,102,666.0,12.0,521.0,6,False,
107693,ERR3578992,UK,2014.0,0.25,102,824.0,17.0,,6,False,
107694,ERR3578993,UK,2014.0,0.03,102,18.0,11.0,13.0,3,False,
107695,ERR3578994,UK,2014.0,0.25,102,666.0,12.0,521.0,6,False,
107696,ERR3578995,UK,2014.0,0.06,102,18.0,,12.0,3,False,
107697,ERR3578996,UK,2014.0,0.125,102,18.0,100.0,368.0,6,False,
107698,ERR3578997,UK,2014.0,0.125,102,18.0,12.0,12.0,6,False,
107699,ERR3578998,UK,2014.0,0.25,102,367.0,567.0,1146.0,6,False,
107700,ERR3578999,UK,2014.0,0.06,346,,457.0,12.0,6,False,
107701,ERR3579000,UK,2014.0,0.03,102,18.0,100.0,,6,False,
107702,ERR3579001,UK,2014.0,0.125,102,367.0,12.0,371.0,6,False,
107703,ERR3579002,UK,2015.0,1.0,50,1006.0,205.0,187.0,6,False,
107704,ERR3579003,UK,2015.0,0.25,102,367.0,567.0,1146.0,6,False,
107705,ERR3579004,UK,2015.0,1.0,50,1006.0,205.0,187.0,6,False,
107706,ERR3579005,UK,2015.0,0.5,345,635.0,11.0,13.0,3,False,
107707,ERR3579006,UK,2015.0,0.5,102,367.0,567.0,1146.0,6,False,
107708,ERR3579007,UK,2015.0,0.25,50,18.0,207.0,16.0,3,False,
107709,ERR3579008,UK,2015.0,0.06,314,18.0,17.0,17.0,,False,
107710,ERR3579009,UK,2015.0,1.0,50,1006.0,205.0,187.0,6,False,
107711,ERR3579010,UK,2015.0,0.25,102,18.0,207.0,16.0,3,False,
107712,ERR3579011,UK,2015.0,0.5,102,18.0,207.0,16.0,3,False,
107713,ERR3579012,UK,2015.0,0.125,535,21.0,12.0,17.0,6,False,
107714,ERR3579013,UK,2015.0,0.5,50,1006.0,205.0,187.0,6,False,
107715,ERR3579014,UK,2015.0,0.25,50,1006.0,205.0,187.0,6,False,
107716,ERR3579015,UK,2015.0,0.25,102,367.0,567.0,1146.0,6,False,
107717,ERR3579016,UK,2015.0,0.25,346,,457.0,12.0,6,False,
107718,ERR3579017,UK,2015.0,0.5,50,1006.0,205.0,187.0,6,False,
107719,ERR3579018,UK,2015.0,0.25,102,21.0,11.0,13.0,3,False,
107720,ERR3579019,UK,2015.0,0.06,102,373.0,12.0,561.0,6,False,
107721,ERR3579020,UK,2015.0,0.25,102,367.0,567.0,1146.0,6,False,
107722,ERR3579021,UK,2015.0,0.125,102,367.0,801.0,13.0,3,False,
107723,ERR3579022,UK,2015.0,0.25,102,367.0,567.0,1146.0,6,False,
107724,ERR3579023,UK,2015.0,0.06,102,18.0,12.0,18.0,8,False,
107725,ERR3579024,UK,2015.0,0.25,102,367.0,567.0,1146.0,6,False,
107726,ERR3579025,UK,2015.0,0.25,102,373.0,12.0,561.0,6,False,
107727,ERR3579026,UK,2015.0,0.5,50,1006.0,205.0,187.0,6,False,
107728,ERR3579027,UK,2015.0,0.125,50,367.0,12.0,187.0,6,False,
107729,ERR3579028,UK,2015.0,0.125,102,367.0,801.0,13.0,3,False,
107730,ERR3579029,UK,2015.0,0.25,102,367.0,567.0,1146.0,6,False,
107731,ERR3579030,UK,2015.0,0.25,102,367.0,801.0,13.0,3,False,
107732,ERR3579031,UK,2015.0,0.5,102,22.0,17.0,17.0,,False,
107733,ERR3579032,UK,2015.0,0.125,535,21.0,12.0,17.0,6,False,
107734,ERR3579033,UK,2015.0,0.25,102,367.0,12.0,873.0,6,False,
107735,ERR3579034,UK,2013.0,0.5,102,16.0,11.0,13.0,3,False,
107736,ERR3579035,UK,2013.0,0.5,102,16.0,11.0,13.0,3,False,
107737,ERR3579036,UK,2014.0,0.25,102,18.0,207.0,16.0,3,False,
107738,ERR3579037,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107739,ERR3579039,UK,2014.0,0.25,113,367.0,12.0,371.0,6,False,
107740,ERR3579040,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107741,ERR3579042,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107742,ERR3579043,UK,2014.0,0.5,102,378.0,365.0,13.0,3,False,
107743,ERR3579044,UK,2014.0,0.25,113,367.0,12.0,371.0,6,False,
107744,ERR3579046,UK,2014.0,0.25,50,1006.0,205.0,187.0,6,False,
107745,ERR3579047,UK,2014.0,0.03,102,22.0,17.0,17.0,6,False,
107746,ERR3579049,UK,2014.0,0.25,102,18.0,375.0,12.0,3,False,
107747,ERR3579050,UK,2014.0,0.06,102,22.0,17.0,,6,False,
107748,ERR3579052,UK,2014.0,0.06,102,627.0,12.0,329.0,6,False,
107749,ERR3579053,UK,2014.0,0.06,102,22.0,17.0,17.0,,False,
107750,ERR3579054,UK,2014.0,0.5,102,16.0,11.0,13.0,3,False,
107751,ERR3579055,UK,2014.0,0.25,102,18.0,207.0,16.0,3,False,
107752,ERR3579056,UK,2014.0,0.03,102,16.0,318.0,13.0,3,False,
107753,ERR3579057,UK,2014.0,0.03,126,22.0,17.0,17.0,6,False,
107754,ERR3579058,UK,2014.0,0.25,102,18.0,207.0,16.0,3,False,
107755,ERR3579059,UK,2014.0,0.25,102,16.0,11.0,13.0,3,False,
107756,ERR3579060,UK,2014.0,0.03,102,373.0,1811.0,193.0,6,False,
107757,ERR3579061,UK,2014.0,0.125,102,21.0,11.0,13.0,3,False,
107758,ERR3579062,UK,2014.0,0.25,102,18.0,207.0,16.0,3,False,
107759,ERR3579063,UK,2014.0,0.125,102,367.0,368.0,194.0,2,False,
107760,ERR3579064,UK,2014.0,0.25,102,16.0,11.0,13.0,3,False,
107761,ERR3579066,UK,2014.0,0.06,126,22.0,17.0,17.0,6,False,
107762,ERR3579067,UK,2014.0,0.125,102,22.0,17.0,17.0,,False,
107763,ERR3579068,UK,2014.0,0.125,102,666.0,12.0,521.0,6,False,
107764,ERR3579069,UK,2014.0,0.25,113,367.0,12.0,371.0,6,False,
107765,ERR3579070,UK,2014.0,0.125,50,367.0,12.0,187.0,6,False,
107766,ERR3579071,UK,2014.0,0.125,102,666.0,12.0,521.0,6,False,
107767,ERR3579072,UK,2014.0,0.03,102,1122.0,12.0,193.0,14,False,
107768,ERR3579073,UK,2014.0,0.25,50,3354.0,205.0,187.0,6,False,
107769,ERR3579074,UK,2014.0,0.03,102,367.0,360.0,192.0,6,False,
107770,ERR3579075,UK,2014.0,0.06,102,666.0,12.0,521.0,6,False,
107771,ERR3579076,UK,2014.0,0.25,102,18.0,1722.0,12.0,6,False,
107772,ERR3579077,UK,2014.0,0.125,102,16.0,11.0,13.0,3,False,
107773,ERR3579079,UK,2015.0,0.25,102,4405.0,,,,False,
